f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,label
0.66151464,0.7788005,2.4097432e-07,0.68925166,0.7174244,0.0023839753,0.6966233,0.65997845,-0.0012566391,0.6838567,0.61717284,-0.0052772984,0.65774846,0.603773,-0.0111588165,0.64231545,0.6072235,-0.01898337,0.60384524,0.53283083,-0.030292418,0.58144087,0.49158707,-0.036765095,0.56224597,0.45989472,-0.04042835,0.6134989,0.62436986,-0.027062077,0.57182306,0.5362815,-0.037378132,0.5452106,0.48655185,-0.043517552,0.5246302,0.4511187,-0.047888473,0.5877218,0.65084267,-0.033523597,0.5532476,0.5650964,-0.04143763,0.5316796,0.51616275,-0.047238577,0.5160155,0.48000708,-0.05150541,0.5655968,0.68425614,-0.03894995,0.5393596,0.61628735,-0.04596197,0.52441144,0.57633877,-0.047809068,0.5132562,0.542,-0.048408777,1.0,Thanks
0.66116333,0.7786271,2.4123247e-07,0.68879825,0.71719646,0.0028727876,0.6963116,0.660175,-0.0005726023,0.6841009,0.61735183,-0.004459365,0.65812767,0.6040289,-0.010186855,0.6425117,0.60753536,-0.018417927,0.6041754,0.53320014,-0.029475892,0.581791,0.4922821,-0.035705224,0.56261766,0.46104324,-0.039159834,0.6138744,0.62453043,-0.026604034,0.5720514,0.53627366,-0.03671771,0.545169,0.48675337,-0.042649403,0.5243284,0.4516675,-0.046846006,0.5880135,0.65094745,-0.03314373,0.5535871,0.56509066,-0.040824734,0.53200096,0.5164325,-0.046403266,0.5163466,0.4804994,-0.050501317,0.56559086,0.6843108,-0.038600344,0.5393965,0.6164303,-0.04536025,0.52444214,0.5766599,-0.046988215,0.5132401,0.54248273,-0.047420066,1.0,Thanks
0.6608523,0.77817434,2.3560507e-07,0.69044095,0.71734315,0.00475408,0.69695723,0.66098344,0.002986893,0.6855046,0.6181185,0.00078943727,0.6605443,0.60508883,-0.003136288,0.6438937,0.60833144,-0.01665196,0.6053789,0.53178024,-0.02613242,0.583401,0.49106354,-0.030687826,0.5648999,0.46077538,-0.032788135,0.6145387,0.6243415,-0.024514696,0.57239765,0.53447187,-0.03406245,0.5460901,0.4850228,-0.038872734,0.52592814,0.45026147,-0.04180062,0.58812696,0.6498561,-0.030431539,0.5531206,0.5633052,-0.037183043,0.53178036,0.5150395,-0.041761562,0.51636535,0.47975597,-0.044802625,0.56591845,0.68274856,-0.035029046,0.53880227,0.61390126,-0.040245034,0.5243686,0.5746469,-0.040614378,0.5141876,0.5414126,-0.039978992,1.0,Thanks
0.66119653,0.77830994,2.3476235e-07,0.6902212,0.7176982,0.0043689813,0.69697255,0.6612174,0.0023792381,0.685894,0.61845857,-0.000108297325,0.6609117,0.6049593,-0.0044170846,0.64374804,0.607315,-0.016658809,0.6057987,0.53144026,-0.026357576,0.5840309,0.49040708,-0.031305518,0.56550175,0.45933887,-0.03383243,0.6145455,0.62313277,-0.024736326,0.5726041,0.53354555,-0.03446389,0.5463935,0.48396838,-0.039632615,0.526235,0.4488291,-0.04289509,0.58841646,0.6488804,-0.030960578,0.55340594,0.56226665,-0.038179815,0.53204954,0.5134851,-0.04327719,0.5165219,0.47765997,-0.046711132,0.56636643,0.6822029,-0.035912994,0.53942513,0.6132385,-0.041846544,0.5247473,0.57367533,-0.042781476,0.51413506,0.54011244,-0.042560276,1.0,Thanks
0.6609514,0.77781683,2.4958868e-07,0.6894731,0.7155304,0.004803265,0.69679755,0.65802217,0.002751879,0.6839007,0.61508816,0.0003130148,0.6581899,0.6018673,-0.0039238655,0.6440284,0.60734946,-0.017065749,0.60561746,0.5291351,-0.026334902,0.5843019,0.48740342,-0.030632678,0.56609136,0.45605266,-0.032545734,0.614051,0.6246432,-0.025089335,0.57309043,0.53295547,-0.03445859,0.5476879,0.48281887,-0.03908275,0.5281174,0.44806415,-0.0419111,0.58776546,0.6503903,-0.031120984,0.5540561,0.56195766,-0.037801698,0.5332984,0.5127441,-0.042402703,0.518089,0.47722584,-0.04546377,0.56582874,0.6827348,-0.035797622,0.53911394,0.6110762,-0.040885843,0.52511805,0.5718101,-0.04097465,0.5148506,0.5389761,-0.0401445,1.0,Thanks
0.66129106,0.7774387,2.517647e-07,0.68964964,0.7152718,0.0047522383,0.6970425,0.6576146,0.0026945253,0.6839664,0.6145466,0.00025307536,0.6583738,0.6015291,-0.0040045124,0.64418876,0.60733354,-0.016900808,0.6056221,0.5294664,-0.026181448,0.5842663,0.48802978,-0.030509127,0.5659687,0.45705217,-0.032427434,0.614195,0.6246411,-0.024959302,0.5732655,0.53293884,-0.034376223,0.54755515,0.48248425,-0.039168097,0.5275986,0.44756305,-0.04210688,0.5879159,0.6504801,-0.031040555,0.554338,0.56215423,-0.03779439,0.5336233,0.5124663,-0.04257686,0.518583,0.47651953,-0.0457711,0.56589115,0.6828547,-0.035762116,0.5391467,0.6114979,-0.040890124,0.52534413,0.5720997,-0.04101961,0.51547027,0.5389872,-0.04023693,1.0,Thanks
0.662336,0.77779955,2.3930193e-07,0.69131434,0.71552896,0.0050836178,0.697796,0.658182,0.004009356,0.685392,0.6165002,0.0024522578,0.66210425,0.6046398,-0.0009697038,0.64522207,0.60741067,-0.015884666,0.60715026,0.53101516,-0.025120923,0.58540565,0.48954427,-0.029587306,0.5666604,0.4584353,-0.03175701,0.61527157,0.62401986,-0.0240457,0.5746684,0.53340673,-0.033587433,0.54900086,0.48291123,-0.03853379,0.5288546,0.4472699,-0.04155516,0.5886539,0.6496811,-0.03031688,0.55512875,0.5626973,-0.03741268,0.5342896,0.5132662,-0.042868596,0.5189262,0.4768966,-0.046485078,0.5664461,0.6821184,-0.03522413,0.54048157,0.6120023,-0.04098477,0.52664006,0.572719,-0.04203348,0.51665294,0.53970134,-0.041928407,1.0,Thanks
0.6617481,0.77836275,2.3812704e-07,0.6914588,0.7168013,0.0049314,0.6980425,0.6600605,0.003876562,0.6859144,0.61758524,0.0023553886,0.6623881,0.6053144,-0.000893427,0.64485615,0.60715973,-0.014884593,0.6072699,0.53125066,-0.023521714,0.5857303,0.4903555,-0.027792687,0.5671798,0.45934993,-0.029950432,0.6145063,0.62306553,-0.022758119,0.5739311,0.5337181,-0.031755906,0.54821986,0.4842797,-0.03650951,0.5282043,0.44899768,-0.03944401,0.5877364,0.6483625,-0.028777817,0.55434203,0.56206334,-0.0353007,0.5337761,0.51339567,-0.040260125,0.5186183,0.4771556,-0.04358139,0.5657283,0.68076575,-0.033499233,0.53987426,0.6108573,-0.03857994,0.525998,0.57184446,-0.03910126,0.5160767,0.5387297,-0.03862671,1.0,Thanks
0.65986925,0.77541804,2.3298817e-07,0.6904896,0.71543247,0.0051164865,0.69719744,0.65956926,0.0043086447,0.68666977,0.61534274,0.0031534003,0.66256344,0.60016084,0.00044373557,0.6430331,0.6069657,-0.014693589,0.60617477,0.52951396,-0.022952829,0.58561766,0.48824567,-0.026780436,0.5684951,0.45699412,-0.028571678,0.6142333,0.6219884,-0.02198647,0.574033,0.53253573,-0.030672327,0.5490505,0.4833667,-0.035259623,0.52982724,0.44821987,-0.03823012,0.5882844,0.6469663,-0.02734832,0.5553653,0.56087846,-0.033709507,0.5352094,0.51299906,-0.03845324,0.5202386,0.47746113,-0.041760724,0.5662429,0.67989504,-0.031326424,0.5413876,0.61268336,-0.036307048,0.5279983,0.5737833,-0.037004266,0.51823515,0.54056627,-0.036784705,1.0,Thanks
0.6604429,0.7750517,2.2614566e-07,0.6915356,0.71577364,0.005484333,0.6982994,0.66029847,0.005313807,0.6880748,0.6171925,0.0047182585,0.66497487,0.603788,0.002505598,0.64366335,0.6050619,-0.013643289,0.6084332,0.52958363,-0.021640584,0.5882459,0.48883793,-0.025521988,0.571078,0.45785433,-0.02748144,0.6144447,0.6199246,-0.02118548,0.57437503,0.53132087,-0.03017257,0.5494251,0.4825784,-0.03467753,0.5301266,0.44758075,-0.037321385,0.5884385,0.6448975,-0.02682724,0.55484873,0.5592489,-0.03376335,0.5347409,0.5117101,-0.038483072,0.51963073,0.47625533,-0.04137232,0.5665943,0.67796063,-0.03106162,0.54105157,0.6092394,-0.036581885,0.52735525,0.5702505,-0.037326124,0.5173664,0.5372333,-0.036873523,1.0,Thanks
0.66199905,0.77529746,2.3138114e-07,0.6921822,0.71442264,0.0048028445,0.69863945,0.6573936,0.0036991138,0.6875151,0.6138442,0.002044324,0.662914,0.602718,-0.0014543656,0.64524925,0.6050512,-0.015361449,0.60884297,0.52885574,-0.024635209,0.5880355,0.48736015,-0.029452413,0.5701852,0.45578742,-0.031984147,0.61609674,0.6206412,-0.023410177,0.5760642,0.53090906,-0.03286316,0.55109346,0.48130736,-0.0379195,0.5315967,0.44627112,-0.04115453,0.5897238,0.64557236,-0.029639553,0.55637854,0.55858207,-0.03678831,0.5358561,0.5096429,-0.042037364,0.5206444,0.473839,-0.045540404,0.56716716,0.6777306,-0.034584157,0.5414,0.60775834,-0.040604156,0.52755487,0.567786,-0.041813616,0.51755136,0.5343297,-0.041808076,1.0,Thanks
0.6617856,0.775408,2.2551475e-07,0.6920349,0.71475387,0.0052754926,0.6984731,0.6581703,0.0044983346,0.68754274,0.6148112,0.0031642527,0.6630655,0.6034825,-4.6004066e-06,0.6451061,0.6046951,-0.015107799,0.6087501,0.528483,-0.024192113,0.5880511,0.48720753,-0.028747832,0.5704668,0.4558027,-0.031102061,0.6162928,0.62034255,-0.023221634,0.5759012,0.5304549,-0.03261539,0.5508711,0.48115313,-0.03742803,0.5314419,0.44622976,-0.040476583,0.59015113,0.6455079,-0.029485855,0.5564241,0.55821115,-0.036721855,0.5357688,0.5096115,-0.04190615,0.5204421,0.47394055,-0.045329668,0.56765914,0.6781024,-0.03439167,0.54160297,0.6083251,-0.040749025,0.52747995,0.56831145,-0.042244155,0.5171733,0.5346367,-0.042403523,1.0,Thanks
0.664557,0.7753618,2.219546e-07,0.6934184,0.715053,0.005535531,0.70040894,0.65810287,0.00503445,0.6878797,0.61549616,0.0040143565,0.662801,0.60301834,0.0011659992,0.6448278,0.60422164,-0.013929369,0.60743475,0.52818865,-0.022363355,0.5860538,0.4867255,-0.026482515,0.5680055,0.45491067,-0.028621178,0.61595494,0.61916333,-0.021935325,0.57515335,0.53014284,-0.030945374,0.54984695,0.48068017,-0.035622798,0.5305874,0.44525447,-0.03855003,0.59031785,0.6442919,-0.028095154,0.5560399,0.5583522,-0.035223044,0.53568345,0.50974846,-0.040468123,0.52094036,0.47378412,-0.043904833,0.568456,0.6776797,-0.032848094,0.5419544,0.6087884,-0.03904222,0.5274127,0.56905764,-0.040504757,0.516822,0.5351349,-0.04061923,1.0,Thanks
0.6634991,0.7757355,2.3133192e-07,0.6926819,0.7169492,0.005791999,0.6997428,0.66098285,0.005075885,0.6882709,0.61816436,0.0037057444,0.6645308,0.6038623,0.0005832625,0.6432806,0.6032474,-0.014127826,0.6045239,0.5255153,-0.022850359,0.5824914,0.48345393,-0.026917318,0.56402713,0.45181713,-0.028862061,0.6151718,0.618895,-0.022415122,0.5746906,0.5279638,-0.031520665,0.5496685,0.47802413,-0.036234565,0.5305883,0.44298905,-0.039150655,0.59018755,0.6445326,-0.028875558,0.55622756,0.558071,-0.035916205,0.53613544,0.5093958,-0.041330513,0.52206224,0.4740634,-0.044937056,0.56869936,0.6781373,-0.033930764,0.5424543,0.6094052,-0.039941754,0.52811825,0.5697461,-0.041564554,0.5179616,0.5361588,-0.041854255,1.0,Thanks
0.6616702,0.7729038,2.2123847e-07,0.69113743,0.71400714,0.006456698,0.69838,0.6588839,0.006279142,0.68862194,0.616507,0.005290224,0.6666676,0.60273784,0.0026538635,0.6429254,0.60119754,-0.012083085,0.6062406,0.52560675,-0.02021182,0.5857801,0.4846643,-0.02419052,0.56868196,0.45358944,-0.026155924,0.6141825,0.6168563,-0.020498166,0.5746081,0.5274688,-0.029120838,0.5503072,0.47845376,-0.03355951,0.5315299,0.44329607,-0.036292963,0.5886899,0.64227974,-0.0271535,0.55587804,0.5563728,-0.03374574,0.53636074,0.50799114,-0.038650043,0.5224011,0.47200435,-0.04195756,0.5671235,0.6753108,-0.03239157,0.542269,0.60772663,-0.037500467,0.5293574,0.5686945,-0.038245086,0.5204521,0.5352546,-0.03807539,1.0,Thanks
0.66264457,0.7732225,2.0925495e-07,0.6923311,0.7140422,0.0066858325,0.6984226,0.65873027,0.0068194885,0.6886396,0.61613005,0.005999104,0.66702193,0.6034452,0.0034474882,0.6434339,0.6005855,-0.011239102,0.6075363,0.52645385,-0.019353107,0.5870021,0.48594517,-0.023782395,0.5695179,0.45524645,-0.026199948,0.6145069,0.61589324,-0.019850355,0.57522106,0.52840155,-0.02840452,0.5505785,0.47986883,-0.033201028,0.5313158,0.44507283,-0.036272973,0.588701,0.6411325,-0.026709763,0.555688,0.5565003,-0.033269435,0.5361556,0.50848776,-0.03836384,0.52203876,0.47279888,-0.04180526,0.5669246,0.6740085,-0.032179087,0.5418316,0.6060588,-0.037473783,0.52863556,0.56704515,-0.038395718,0.51960975,0.5339055,-0.038295742,1.0,Thanks
0.6635953,0.7733506,2.2732546e-07,0.69260734,0.7141138,0.005282851,0.69854337,0.6597952,0.0036334556,0.689366,0.6181484,0.0009581086,0.6681556,0.6037439,-0.0036902751,0.6450841,0.60232043,-0.014927831,0.6100066,0.5275079,-0.02487469,0.5900473,0.48652512,-0.030387122,0.57265353,0.4551224,-0.033483222,0.6167391,0.6177754,-0.024055589,0.57694453,0.5285623,-0.03416293,0.55176467,0.47865492,-0.040139746,0.531743,0.44284907,-0.044146888,0.591014,0.6434011,-0.03146654,0.55747664,0.5573535,-0.039569445,0.53695005,0.50801736,-0.0458668,0.52190495,0.47146606,-0.050132953,0.56881,0.67662984,-0.0375242,0.5427761,0.60821146,-0.04455825,0.5285462,0.5680308,-0.04663956,0.5182665,0.5336878,-0.047326386,1.0,Thanks
0.66392624,0.7731154,2.2800836e-07,0.6924564,0.71364546,0.0046870676,0.6986085,0.6594109,0.0027300008,0.68882656,0.6181364,-0.00019779487,0.6667276,0.60303843,-0.005093957,0.64538485,0.6026314,-0.014828981,0.61040837,0.5284166,-0.024616051,0.590469,0.48803303,-0.03011178,0.57324785,0.456859,-0.033244625,0.61671126,0.6176468,-0.023702284,0.57660395,0.5294584,-0.03349351,0.5511218,0.48021758,-0.039421108,0.5311411,0.4445867,-0.04347854,0.5908452,0.64307386,-0.030954191,0.5573619,0.5575614,-0.0388904,0.5368878,0.5084808,-0.045134775,0.52197826,0.47173387,-0.049462143,0.5685929,0.6763132,-0.036917333,0.54284304,0.60836303,-0.04395255,0.5286701,0.56820595,-0.0460218,0.51842904,0.53357935,-0.046725113,1.0,Thanks
0.66398674,0.7720968,2.4530664e-07,0.69257283,0.71372736,0.004266248,0.6993544,0.65797806,0.0021543358,0.687623,0.61584115,-0.00046417976,0.66332066,0.6010702,-0.004905533,0.646351,0.6037577,-0.017045243,0.6086071,0.5261803,-0.02675445,0.5872443,0.4839847,-0.03137387,0.5691296,0.45198834,-0.03356646,0.61778075,0.61904764,-0.025141174,0.5769498,0.528449,-0.03503362,0.551539,0.47852612,-0.04025724,0.5317369,0.4433288,-0.04355239,0.59157264,0.64414215,-0.031337768,0.55751145,0.5573346,-0.03901703,0.537134,0.50860834,-0.044320986,0.52229345,0.47358495,-0.04781593,0.5685433,0.6769564,-0.036209226,0.54257166,0.6070601,-0.04238136,0.52894866,0.5678014,-0.04331992,0.5189927,0.535153,-0.043100856,1.0,Thanks
0.66435206,0.772313,2.4867956e-07,0.69270897,0.7134184,0.0041001956,0.69942504,0.6573883,0.001950701,0.68725437,0.61562127,-0.00063504867,0.66312873,0.6004185,-0.0050123534,0.64649904,0.6039283,-0.017212672,0.6086832,0.52618366,-0.0269027,0.5872577,0.4836495,-0.031422418,0.5690407,0.45142028,-0.03352328,0.6175395,0.6194297,-0.025201552,0.5767264,0.5284188,-0.03516692,0.55133134,0.47829795,-0.040280793,0.5314761,0.4430653,-0.0434018,0.5912035,0.6445824,-0.031296857,0.5572056,0.55760884,-0.039034307,0.53698474,0.5086647,-0.044248898,0.5222493,0.4735285,-0.047609095,0.568176,0.6771699,-0.03607611,0.5423467,0.606869,-0.042268645,0.5289279,0.5675739,-0.043111097,0.5191317,0.53504026,-0.042766914,1.0,Thanks
0.66399515,0.77418655,2.447763e-07,0.69251597,0.7154178,0.0038997685,0.6989705,0.65889126,0.0018908023,0.6881789,0.6161071,-0.0005380075,0.66455615,0.6015619,-0.0047540055,0.64611214,0.6048794,-0.017010609,0.60727316,0.5270252,-0.026527371,0.58564997,0.4849536,-0.03109125,0.5673485,0.45313257,-0.033247333,0.6173585,0.6212151,-0.024736725,0.57644796,0.53013045,-0.034472935,0.5515625,0.47944704,-0.039762095,0.53237146,0.44367155,-0.043056734,0.59170514,0.6468065,-0.03066394,0.55769664,0.5599761,-0.03805727,0.53748727,0.51030713,-0.043791905,0.5230885,0.47449923,-0.047574993,0.5697823,0.6793176,-0.035329957,0.5435405,0.6085894,-0.041284103,0.5296513,0.5686689,-0.042628556,0.5199146,0.5355444,-0.04274946,1.0,Thanks
0.6656283,0.77533007,2.5311843e-07,0.6928721,0.7161167,0.002396288,0.69965243,0.65869117,-0.00047921235,0.68850607,0.6161725,-0.003879052,0.6650101,0.6002757,-0.009054773,0.64724714,0.6058112,-0.016519595,0.6105699,0.52989244,-0.02718028,0.59007436,0.48762536,-0.03325578,0.57254446,0.4550202,-0.036689572,0.6189442,0.621137,-0.02454552,0.5799686,0.5320917,-0.035193916,0.5547723,0.4812057,-0.042084787,0.53462934,0.44421363,-0.046780717,0.5931342,0.6463429,-0.031106118,0.56076944,0.5605709,-0.039739113,0.54043734,0.51067275,-0.04677561,0.5253614,0.473341,-0.051662285,0.57037556,0.6789739,-0.0365855,0.54665726,0.6111841,-0.044125672,0.53302014,0.5710377,-0.046661597,0.52284056,0.5362692,-0.047705334,1.0,Thanks
0.6641058,0.7751494,2.5827563e-07,0.69208515,0.71634084,0.0020613286,0.6998081,0.6600957,-0.0015793353,0.6895363,0.6174762,-0.005643307,0.6659654,0.601658,-0.011472887,0.6474987,0.60631144,-0.018022023,0.6103521,0.5300716,-0.028596098,0.5895628,0.48880357,-0.034459796,0.5720324,0.4571091,-0.03763103,0.6189997,0.62168515,-0.025708409,0.5793439,0.5329094,-0.035657853,0.5541014,0.48279476,-0.04186565,0.5345429,0.44671,-0.04622844,0.59289604,0.6468473,-0.03184552,0.560191,0.5607751,-0.039335284,0.5397876,0.51146984,-0.045417782,0.5250155,0.474858,-0.049889065,0.570055,0.6793972,-0.036954846,0.5458001,0.61110735,-0.043274667,0.53224874,0.5712813,-0.04487484,0.5224364,0.53718764,-0.04536378,1.0,Thanks
0.66235566,0.7730563,2.466068e-07,0.69296163,0.7145355,0.0024988856,0.70099354,0.6584961,-0.00030077356,0.6913816,0.6174834,-0.0035860648,0.6677601,0.6053673,-0.0085059535,0.6472097,0.60378975,-0.016122682,0.61167616,0.52894235,-0.025905585,0.59069943,0.488302,-0.03131739,0.5726288,0.45778462,-0.03428126,0.61860305,0.61784744,-0.023706485,0.580517,0.5299153,-0.032776725,0.5557073,0.48088923,-0.038299263,0.536011,0.44617903,-0.042205136,0.592316,0.6424664,-0.029800216,0.5605547,0.5577118,-0.036530953,0.54054874,0.51006794,-0.042022407,0.5259152,0.47523636,-0.046127815,0.569092,0.6748058,-0.034905467,0.5455947,0.6087541,-0.040499914,0.5326055,0.56947225,-0.041823115,0.52332056,0.53584,-0.042217657,1.0,Thanks
0.6619056,0.7729914,2.3126185e-07,0.69270754,0.7154209,0.002993204,0.7013018,0.65940166,0.0006862672,0.6923871,0.61736536,-0.002211217,0.6685004,0.6065838,-0.0068760873,0.6479871,0.6036011,-0.015487051,0.6131581,0.5292282,-0.025220491,0.5919703,0.48821664,-0.03082471,0.5736439,0.45702028,-0.034109455,0.619619,0.6167734,-0.02338286,0.580995,0.5291803,-0.032668814,0.55567414,0.48018652,-0.03846766,0.53547704,0.44500953,-0.042595927,0.5931593,0.6407579,-0.029748414,0.5610644,0.5563522,-0.036948822,0.54071647,0.50827587,-0.042862777,0.5255166,0.4726317,-0.047245536,0.56928486,0.6726869,-0.035075683,0.54591876,0.6070239,-0.041457593,0.53241354,0.5675449,-0.04335889,0.52252424,0.53368586,-0.044139758,1.0,Thanks
0.6680132,0.77631825,1.949762e-07,0.69613874,0.71773714,0.00635878,0.7025273,0.6617989,0.005890899,0.692796,0.62009203,0.0046404973,0.6709903,0.60697055,0.0011995767,0.6511434,0.6057315,-0.015479553,0.61511844,0.529533,-0.025096389,0.5935837,0.48765054,-0.030035054,0.5749289,0.45655203,-0.032624587,0.6229852,0.6205,-0.0244782,0.5840977,0.5301429,-0.034289572,0.5585817,0.4805796,-0.0397099,0.5381704,0.4460015,-0.043263998,0.59659386,0.64524364,-0.031485423,0.5642635,0.55795664,-0.03924236,0.5440543,0.50877357,-0.045348134,0.5291863,0.47328207,-0.04953586,0.5727223,0.67794806,-0.036952164,0.54785955,0.6079774,-0.044397727,0.5344415,0.56695163,-0.047002535,0.5250706,0.5322892,-0.047987085,1.0,Thanks
0.66742164,0.7768358,2.1677259e-07,0.69585764,0.7182271,0.005336546,0.70276994,0.6639615,0.0035437054,0.69401944,0.6223868,0.001041876,0.6724836,0.6065793,-0.0035248748,0.6499328,0.60599923,-0.017084118,0.6129474,0.5288375,-0.027136406,0.59147334,0.487244,-0.03220192,0.57301015,0.45610863,-0.034753114,0.6219487,0.62165374,-0.025741281,0.5824315,0.5308368,-0.035799015,0.5572084,0.4812914,-0.041232992,0.537478,0.44650075,-0.04483154,0.5960619,0.64718354,-0.03248712,0.5636557,0.5590188,-0.040198367,0.5435919,0.5097208,-0.046159297,0.52932125,0.4739496,-0.050305303,0.5731099,0.6803949,-0.037782226,0.54754096,0.6099246,-0.044765618,0.5338991,0.56913185,-0.04693819,0.52460444,0.5346149,-0.04766015,1.0,Thanks
0.66796637,0.7793336,2.3294837e-07,0.69645625,0.7212141,0.004501991,0.7032374,0.6659798,0.0026903027,0.69414544,0.6238024,0.00020154999,0.6731246,0.6079551,-0.004101033,0.6509754,0.608198,-0.016236858,0.61531514,0.5307664,-0.02681324,0.59422934,0.4876629,-0.0323353,0.5759177,0.45517516,-0.03514934,0.6228405,0.6235121,-0.024827072,0.58481604,0.53229433,-0.03564799,0.55978537,0.48169455,-0.041474983,0.53951085,0.44552982,-0.045041673,0.5969408,0.6488099,-0.031681154,0.56495935,0.5611438,-0.0400248,0.5452854,0.51181823,-0.045499757,0.53086025,0.4757965,-0.048969485,0.5738829,0.6816114,-0.03729162,0.54979235,0.61176986,-0.0442363,0.53690726,0.57081467,-0.045734826,0.52791584,0.5364108,-0.04581088,1.0,Thanks
0.67033875,0.7809099,2.1558883e-07,0.69935143,0.723276,0.006323262,0.7044911,0.66837806,0.005567398,0.6959256,0.6247751,0.003864472,0.6745384,0.6118613,0.00013984529,0.65245354,0.6082809,-0.014572759,0.61604506,0.5309134,-0.023925388,0.5950135,0.4882058,-0.028809125,0.5766447,0.4560586,-0.031363286,0.6245813,0.62320256,-0.023656575,0.5856192,0.5321046,-0.033238187,0.56108755,0.48167723,-0.038407024,0.541364,0.4459967,-0.041685417,0.5987605,0.6484586,-0.030836964,0.56622344,0.5610454,-0.038253244,0.54680413,0.5114986,-0.04373106,0.53260124,0.47579336,-0.04734418,0.5758886,0.6812237,-0.036599383,0.55026317,0.61034983,-0.043008458,0.53663963,0.5701076,-0.044499118,0.52718526,0.53675145,-0.044685084,1.0,Thanks
0.6695494,0.78094184,2.1569751e-07,0.69830585,0.7224602,0.006245457,0.70483446,0.6687968,0.004964518,0.69765294,0.62644064,0.0025969697,0.67648906,0.6118642,-0.0019001744,0.6513388,0.60747814,-0.014738764,0.61529434,0.5300598,-0.024342468,0.59476936,0.48795593,-0.02948636,0.5770718,0.45603853,-0.03213017,0.62388384,0.6225641,-0.023994515,0.5849536,0.5318372,-0.033344127,0.56029415,0.48162878,-0.0386077,0.5407137,0.44609854,-0.042110935,0.5985367,0.64821553,-0.03142566,0.56609404,0.5603051,-0.038678087,0.54638577,0.5108564,-0.04435555,0.5321398,0.47517753,-0.04824684,0.5760712,0.6814727,-0.037447203,0.550186,0.61045444,-0.044002213,0.5364659,0.5699356,-0.04569867,0.5270078,0.53639233,-0.046051133,1.0,Thanks
0.6692407,0.78214395,2.2559522e-07,0.6975857,0.7237398,0.0046002856,0.7049595,0.6684097,0.0023955004,0.69618505,0.626083,-0.0007155267,0.67417455,0.6091534,-0.005804315,0.6531498,0.6100567,-0.015815273,0.61629605,0.5318696,-0.026291026,0.5939195,0.48874918,-0.03200665,0.5746851,0.45673943,-0.034979146,0.6257708,0.62413216,-0.024611345,0.5868318,0.5334003,-0.03469213,0.5612907,0.48301452,-0.04077744,0.5413181,0.4471122,-0.044808216,0.60004497,0.6484433,-0.031693824,0.5670927,0.56143117,-0.03938924,0.54675704,0.5127276,-0.04513407,0.5323146,0.47702807,-0.049165994,0.57648903,0.6809858,-0.03754309,0.55181944,0.61281925,-0.043994658,0.5385686,0.57257247,-0.045482058,0.5296058,0.53805375,-0.04575492,1.0,Thanks
0.6694278,0.7819176,2.2440751e-07,0.6987691,0.72387207,0.0037513536,0.70601195,0.6682515,0.001600603,0.69745874,0.6263663,-0.0012864562,0.6759147,0.612137,-0.006097588,0.6544583,0.61068416,-0.016381167,0.61971796,0.53313756,-0.02687644,0.59885806,0.49041188,-0.0326003,0.58034086,0.4584036,-0.035667155,0.62658316,0.6256448,-0.02484304,0.58873415,0.5343351,-0.03542534,0.56375265,0.4832968,-0.041476607,0.54333496,0.44718555,-0.045371782,0.60056376,0.65023595,-0.031683017,0.56860465,0.5619059,-0.04003587,0.5483772,0.5123374,-0.04596259,0.5331973,0.47649172,-0.04981901,0.5771549,0.6818008,-0.037334956,0.55270165,0.61154413,-0.044478323,0.53934795,0.5705696,-0.04633313,0.5299803,0.536476,-0.0467336,1.0,Thanks
0.66898507,0.7814154,2.2970498e-07,0.6986208,0.7235702,0.004282192,0.7057572,0.6688279,0.0022250316,0.6979422,0.62666225,-0.0005203874,0.6764399,0.61321676,-0.0051997057,0.65453935,0.61115307,-0.01698372,0.6198554,0.5328472,-0.027355172,0.5989837,0.489906,-0.03272467,0.5808137,0.45783386,-0.035490643,0.62684375,0.6257918,-0.025385134,0.5883384,0.53411454,-0.035841744,0.563267,0.48334277,-0.041386314,0.5432038,0.4474599,-0.0448793,0.6007736,0.6501597,-0.032039955,0.56844413,0.5614131,-0.040114142,0.5481933,0.5119952,-0.045676492,0.5332027,0.47626245,-0.049297594,0.5774585,0.6816904,-0.037431728,0.5527094,0.611642,-0.044559214,0.5389849,0.5707299,-0.046478283,0.5292536,0.53670937,-0.04688702,1.0,Thanks
